chemical,disease,n_proteins_mapped_chemical,n_proteins_mapped_disease,closest,avg_closest_null,std_closest_null,z_closest
"2,3-dihydroxybenzoic acid",gram-positive bacterial infections,1,29,2,1.879,0.326127276,0.371020792
"2,3-dihydroxybenzoic acid",charcot-marie-tooth disease,1,29,2,1.8,0.4,0.5
"2,3-dihydroxybenzoic acid",gastrointestinal neoplasms,1,75,2,1.465,0.508699322,1.051701815
"2,3-dihydroxybenzoic acid","neoplasms, nerve tissue",1,54,2,1.6,0.489897949,0.816496581
"2,3-dihydroxybenzoic acid",eye diseases,1,272,1,1.354,0.510572228,-0.693339709
"2,3-dihydroxybenzoic acid",craniofacial abnormalities,1,43,2,1.609,0.487974385,0.801271567
"2,3-dihydroxybenzoic acid",body weight,1,14,2,1.971,0.195343288,0.148456598
"2,3-dihydroxybenzoic acid",dwarfism,1,27,2,1.9,0.3,0.333333333
"2,3-dihydroxybenzoic acid",osteoporosis,1,18,2,1.96,0.205912603,0.194257172
"2,3-dihydroxybenzoic acid",dna repair-deficiency disorders,1,46,2,1.674,0.468747267,0.695470722
"2,3-dihydroxybenzoic acid","diabetes mellitus, type 1",1,94,1,1.615,0.510661336,-1.204320666
"2,3-dihydroxybenzoic acid",colorectal neoplasms,1,43,2,1.601,0.489692761,0.814796607
"2,3-dihydroxybenzoic acid",diabetes mellitus,1,186,1,1.453,0.517485265,-0.875387243
"2,3-dihydroxybenzoic acid",macular degeneration,1,51,1,1.903,0.295957767,-3.051111003
"2,3-dihydroxybenzoic acid","cardiomyopathy, hypertrophic, familial",1,22,2,1.898,0.302648311,0.337024845
"2,3-dihydroxybenzoic acid",biliary tract diseases,1,48,2,1.736,0.440799274,0.598912057
"2,3-dihydroxybenzoic acid",kidney neoplasms,1,23,2,1.842,0.364741004,0.43318409
"2,3-dihydroxybenzoic acid",stomatognathic system abnormalities,1,19,2,1.985,0.169631955,0.088426736
"2,3-dihydroxybenzoic acid",breast diseases,1,45,2,1.633,0.481986514,0.761432092
"2,3-dihydroxybenzoic acid",precursor cell lymphoblastic leukemia-lymphoma,1,43,2,1.768,0.422108991,0.549621082
"2,3-dihydroxybenzoic acid",hypotrichosis,1,18,1,1.905,0.29995833,-3.017085735
"2,3-dihydroxybenzoic acid",female urogenital diseases and pregnancy complications,1,275,1,1.266,0.474598778,-0.56047342
"2,3-dihydroxybenzoic acid",neurobehavioral manifestations,1,104,2,1.527,0.499270468,0.947382292
"2,3-dihydroxybenzoic acid",aneurysm,1,17,2,1.857,0.355740074,0.40197889
"2,3-dihydroxybenzoic acid","spondylitis, ankylosing",1,14,2,1.901,0.298662016,0.331478376
"2,3-dihydroxybenzoic acid",orbital diseases,1,14,2,1.964,0.196733322,0.182988828
"2,3-dihydroxybenzoic acid",proteinuria,1,19,2,1.971,0.173663468,0.16698964
"2,3-dihydroxybenzoic acid",demyelinating diseases,1,104,1,1.511,0.499878985,-1.022247414
"2,3-dihydroxybenzoic acid",urogenital abnormalities,1,35,2,1.751,0.43243381,0.575810666
"2,3-dihydroxybenzoic acid",coronary disease,1,44,2,1.774,0.418239166,0.54036068
"2,3-dihydroxybenzoic acid",glucose metabolism disorders,1,205,1,1.396,0.518829452,-0.763256594
"2,3-dihydroxybenzoic acid","neoplasms, connective and soft tissue",1,43,2,1.637,0.480864846,0.754889868
"2,3-dihydroxybenzoic acid",thoracic neoplasms,1,23,2,1.694,0.460829687,0.664019721
"2,3-dihydroxybenzoic acid",cranial nerve diseases,1,35,2,1.891,0.311639214,0.349763428
"2,3-dihydroxybenzoic acid","heart defects, congenital",1,64,2,1.785,0.410822346,0.523340568
"2,3-dihydroxybenzoic acid",bacterial infections,1,33,2,1.82,0.384187454,0.468521286
"2,3-dihydroxybenzoic acid",nutritional and metabolic diseases,1,663,1,0.991,0.273713354,0.032881114
"2,3-dihydroxybenzoic acid","leukemia, b-cell",1,21,1,1.772,0.466921835,-1.653381663
"2,3-dihydroxybenzoic acid","skin diseases, papulosquamous",1,60,2,1.715,0.462358086,0.616405354
"2,3-dihydroxybenzoic acid",gastroenteritis,1,147,1,1.492,0.517625347,-0.950494412
"2,3-dihydroxybenzoic acid",pathologic processes,1,69,1,1.684,0.473438486,-1.444749466
"2,3-dihydroxybenzoic acid",sarcoma,1,27,2,1.732,0.4429176,0.605078688
"2,3-dihydroxybenzoic acid",hyperthyroidism,1,14,2,1.964,0.196733322,0.182988828
"2,3-dihydroxybenzoic acid",mitochondrial diseases,1,54,2,1.814,0.421193542,0.441602212
"2,3-dihydroxybenzoic acid",peroxisomal disorders,1,20,2,1.95,0.226936114,0.220326325
"2,3-dihydroxybenzoic acid",nervous system malformations,1,110,2,1.486,0.511667861,1.004557916
"2,3-dihydroxybenzoic acid",rheumatic diseases,1,65,2,1.705,0.456042761,0.646869165
"2,3-dihydroxybenzoic acid",cardiomegaly,1,37,2,1.725,0.446514277,0.615881762
"2,3-dihydroxybenzoic acid",hemic and lymphatic diseases,1,312,1,1.098,0.358323876,-0.27349559
"2,3-dihydroxybenzoic acid",hereditary sensory and motor neuropathy,1,57,2,1.67,0.476550102,0.692477031
"2,3-dihydroxybenzoic acid",basal ganglia diseases,1,55,2,1.646,0.50860987,0.696014806
"2,3-dihydroxybenzoic acid",spondylitis,1,20,2,1.845,0.361904684,0.428289566
"2,3-dihydroxybenzoic acid",celiac disease,1,38,2,1.819,0.390178164,0.463890644
"2,3-dihydroxybenzoic acid","lung diseases, obstructive",1,46,2,1.77,0.420832508,0.546535725
"2,3-dihydroxybenzoic acid","metabolism, inborn errors",1,316,1,1.335,0.514562921,-0.651037971
"2,3-dihydroxybenzoic acid","genital neoplasms, female",1,26,2,1.616,0.486357893,0.789542034
"2,3-dihydroxybenzoic acid",arthritis,1,85,2,1.54,0.498397432,0.922958207
"2,3-dihydroxybenzoic acid","bone diseases, metabolic",1,33,2,1.932,0.259568873,0.26197286
"2,3-dihydroxybenzoic acid",neurologic manifestations,1,193,2,1.334,0.496431264,1.341575457
"2,3-dihydroxybenzoic acid","neoplasms, glandular and epithelial",1,94,2,1.363,0.491152726,1.296948926
"2,3-dihydroxybenzoic acid",immunologic deficiency syndromes,1,51,2,1.733,0.44239236,0.603536644
"2,3-dihydroxybenzoic acid",urologic diseases,1,203,1,1.418,0.507223816,-0.824093795
"2,3-dihydroxybenzoic acid",movement disorders,1,63,2,1.602,0.50556503,0.787237993
"2,3-dihydroxybenzoic acid",respiratory tract neoplasms,1,21,2,1.693,0.46124939,0.665583536
"2,3-dihydroxybenzoic acid","bone diseases, developmental",1,103,1,1.508,0.503920629,-1.008095266
"2,3-dihydroxybenzoic acid",chromosome disorders,1,34,2,1.731,0.443439962,0.606621015
"2,3-dihydroxybenzoic acid",urination disorders,1,22,2,1.967,0.184149396,0.179202326
"2,3-dihydroxybenzoic acid",malformations of cortical development,1,23,2,1.826,0.38173813,0.45580985
"2,3-dihydroxybenzoic acid",lymphatic diseases,1,130,1,1.447,0.499190344,-0.895450012
"2,3-dihydroxybenzoic acid",signs and symptoms,1,133,2,1.646,0.504662263,0.701459225
"2,3-dihydroxybenzoic acid",retinal dystrophies,1,73,2,1.838,0.368450811,0.439678772
"2,3-dihydroxybenzoic acid",neoplasms by histologic type,1,306,1,1.039,0.299130406,-0.130377919
"2,3-dihydroxybenzoic acid",cerebellar diseases,1,38,2,1.812,0.39071217,0.481172623
"2,3-dihydroxybenzoic acid","pathological conditions, anatomical",1,21,2,1.888,0.315366454,0.355142403
"2,3-dihydroxybenzoic acid",nephritis,1,24,2,1.894,0.311069124,0.340760274
"2,3-dihydroxybenzoic acid",kidney diseases,1,168,1,1.49,0.503884907,-0.972444288
"2,3-dihydroxybenzoic acid","diabetes mellitus, type 2",1,83,1,1.68,0.466476152,-1.457737974
"2,3-dihydroxybenzoic acid",pigmentation disorders,1,48,2,1.695,0.460407428,0.662456731
"2,3-dihydroxybenzoic acid",endocrine system diseases,1,333,1,1.184,0.447374563,-0.411288471
"2,3-dihydroxybenzoic acid",overnutrition,1,14,2,1.971,0.195343288,0.148456598
"2,3-dihydroxybenzoic acid","genetic diseases, x-linked",1,119,2,1.453,0.501787804,1.090102222
"2,3-dihydroxybenzoic acid","skin diseases, vascular",1,19,2,1.929,0.26068947,0.27235469
"2,3-dihydroxybenzoic acid",musculoskeletal abnormalities,1,67,1,1.488,0.517548065,-0.942907592
"2,3-dihydroxybenzoic acid",gastrointestinal diseases,1,262,1,1.173,0.411182441,-0.42073781
"2,3-dihydroxybenzoic acid",cholestasis,1,35,2,1.807,0.397178801,0.485927244
"2,3-dihydroxybenzoic acid","arrhythmias, cardiac",1,31,1,1.933,0.250021999,-3.731671627
"2,3-dihydroxybenzoic acid",congenital abnormalities,1,429,1,1.072,0.372580193,-0.193246988
"2,3-dihydroxybenzoic acid",glomerulonephritis,1,20,2,1.952,0.236,0.203389831
"2,3-dihydroxybenzoic acid","metal metabolism, inborn errors",1,21,1,1.982,0.172267234,-5.700445614
"2,3-dihydroxybenzoic acid",digestive system diseases,1,368,1,1.123,0.409720637,-0.300204552
"2,3-dihydroxybenzoic acid",bile duct diseases,1,38,2,1.787,0.411862841,0.51716246
"2,3-dihydroxybenzoic acid",congenital disorders of glycosylation,1,25,2,1.953,0.225368587,0.208547254
"2,3-dihydroxybenzoic acid","brain diseases, metabolic",1,103,2,1.654,0.490187719,0.705852037
"2,3-dihydroxybenzoic acid",urologic neoplasms,1,37,2,1.69,0.462493243,0.670280063
"2,3-dihydroxybenzoic acid",ovarian neoplasms,1,17,2,1.727,0.445500842,0.612793455
"2,3-dihydroxybenzoic acid",blood protein disorders,1,22,2,1.906,0.295235499,0.318389896
"2,3-dihydroxybenzoic acid",neurodegenerative diseases,1,259,1,1.141,0.408801908,-0.344910328
"2,3-dihydroxybenzoic acid","genetic diseases, inborn",1,960,1,0.92,0.289136646,0.276685786
"2,3-dihydroxybenzoic acid",vision disorders,1,22,2,1.975,0.179930542,0.138942504
"2,3-dihydroxybenzoic acid",collagen diseases,1,26,2,1.878,0.327285808,0.372762879
"2,3-dihydroxybenzoic acid",otorhinolaryngologic diseases,1,45,2,1.853,0.383915355,0.382896902
"2,3-dihydroxybenzoic acid",glioma,1,19,2,1.813,0.389911528,0.479595976
"2,3-dihydroxybenzoic acid",digestive system neoplasms,1,98,2,1.409,0.497713773,1.187429466
"2,3-dihydroxybenzoic acid",myocardial infarction,1,16,2,1.954,0.252752844,0.181995974
"2,3-dihydroxybenzoic acid","cholestasis, intrahepatic",1,35,2,1.807,0.397178801,0.485927244
"2,3-dihydroxybenzoic acid",mouth diseases,1,27,2,1.882,0.325693107,0.36230426
"2,3-dihydroxybenzoic acid",panuveitis,1,14,2,1.941,0.243965161,0.241837809
"2,3-dihydroxybenzoic acid",neuroectodermal tumors,1,52,2,1.58,0.493558507,0.850962943
"2,3-dihydroxybenzoic acid","demyelinating autoimmune diseases, cns",1,85,1,1.549,0.497593207,-1.103310881
"2,3-dihydroxybenzoic acid",cardiovascular diseases,1,384,1,1.113,0.390167913,-0.289618896
"2,3-dihydroxybenzoic acid",dysostoses,1,22,2,1.793,0.405155526,0.510914913
"2,3-dihydroxybenzoic acid","lipid metabolism, inborn errors",1,50,2,1.821,0.40615145,0.440722298
"2,3-dihydroxybenzoic acid","mental retardation, x-linked",1,70,2,1.617,0.486118298,0.787874065
"2,3-dihydroxybenzoic acid",crohn disease,1,88,2,1.568,0.513201715,0.841774272
"2,3-dihydroxybenzoic acid",hemorrhagic disorders,1,59,2,1.814,0.389106669,0.478018021
"2,3-dihydroxybenzoic acid",immunoproliferative disorders,1,108,1,1.481,0.509547839,-0.943974174
"2,3-dihydroxybenzoic acid",central nervous system diseases,1,396,1,1.078,0.389764031,-0.200121083
"2,3-dihydroxybenzoic acid","amino acid metabolism, inborn errors",1,56,2,1.837,0.392977099,0.41478244
"2,3-dihydroxybenzoic acid",goiter,1,20,2,1.946,0.230399653,0.234375353
"2,3-dihydroxybenzoic acid",hypopigmentation,1,26,2,1.897,0.310469,0.33175615
"2,3-dihydroxybenzoic acid",polyneuropathies,1,66,2,1.585,0.502767342,0.825431498
"2,3-dihydroxybenzoic acid",peripheral nervous system diseases,1,73,2,1.579,0.517454346,0.813598346
"2,3-dihydroxybenzoic acid","blood coagulation disorders, inherited",1,36,2,1.901,0.298662016,0.331478376
"2,3-dihydroxybenzoic acid","brain diseases, metabolic, inborn",1,102,2,1.695,0.473259971,0.644466084
"2,3-dihydroxybenzoic acid",endocrine gland neoplasms,1,53,2,1.532,0.502967196,0.930478178
"2,3-dihydroxybenzoic acid","heredodegenerative disorders, nervous system",1,219,2,1.275,0.466234919,1.555010082
"2,3-dihydroxybenzoic acid","genital diseases, female",1,38,2,1.573,0.494642295,0.863250079
"2,3-dihydroxybenzoic acid",malabsorption syndromes,1,38,2,1.819,0.390178164,0.463890644
"2,3-dihydroxybenzoic acid","neoplasms, neuroepithelial",1,28,2,1.702,0.457379492,0.651537738
ellagic acid,"neoplasms, neuroepithelial",42,28,1.642857143,1.764666667,0.072188592,-1.687379145
ellagic acid,hemostatic disorders,42,24,2.023809524,1.905595238,0.056513273,2.091796845
ellagic acid,"arrhythmias, cardiac",42,31,1.952380952,1.954571429,0.055223397,-0.039665727
ellagic acid,heart diseases,42,197,1.476190476,1.576833333,0.073853562,-1.362735313
ellagic acid,neuroendocrine tumors,42,25,1.857142857,1.80647619,0.074648139,0.678739849
ellagic acid,hypopigmentation,42,26,1.928571429,1.925428571,0.058275365,0.053931145
ellagic acid,"death, sudden, cardiac",42,17,1.880952381,1.954857143,0.098443625,-0.750731818
ellagic acid,"genital diseases, male",42,94,1.738095238,1.706690476,0.073251497,0.428725192
ellagic acid,lymphoproliferative disorders,42,115,1.69047619,1.609880952,0.06998856,1.151548741
ellagic acid,"amino acid metabolism, inborn errors",42,56,1.952380952,1.853333333,0.05683648,1.742676862
ellagic acid,diabetes mellitus,42,186,1.333333333,1.601238095,0.070960754,-3.775393408
ellagic acid,neuromuscular diseases,42,177,1.619047619,1.509595238,0.085205471,1.284569878
ellagic acid,sensation disorders,42,22,2.142857143,2.047642857,0.05636876,1.689132174
ellagic acid,lung neoplasms,42,21,1.619047619,1.787142857,0.094191872,-1.784604485
ellagic acid,leukemia,42,124,1.571428571,1.548880952,0.074155071,0.304060382
ellagic acid,"renal tubular transport, inborn errors",42,38,1.761904762,1.92997619,0.05638143,-2.98097137
ellagic acid,hereditary sensory and motor neuropathy,42,57,1.785714286,1.737571429,0.064670436,0.744433779
ellagic acid,bile duct diseases,42,38,1.833333333,1.806785714,0.082147257,0.323171097
ellagic acid,lipid metabolism disorders,42,55,1.80952381,1.808619048,0.057076132,0.015851843
ellagic acid,immunologic deficiency syndromes,42,51,1.738095238,1.773761905,0.05366392,-0.664630287
ellagic acid,nutritional and metabolic diseases,42,663,1.19047619,1.308571429,0.077833475,-1.517280804
ellagic acid,malabsorption syndromes,42,38,1.833333333,1.844333333,0.077615235,-0.141724753
ellagic acid,proteostasis deficiencies,42,40,1.69047619,1.705357143,0.078579996,-0.18937329
ellagic acid,"blood coagulation disorders, inherited",42,36,1.833333333,1.913071429,0.056409978,-1.413545941
ellagic acid,insulin resistance,42,32,2,1.94652381,0.05542806,0.964785533
ellagic acid,hyperthyroidism,42,14,1.976190476,2.040595238,0.060449821,-1.065425191
ellagic acid,heart arrest,42,17,1.880952381,1.954857143,0.098443625,-0.750731818
ellagic acid,"bone diseases, developmental",42,103,1.547619048,1.63702381,0.080203027,-1.114730521
ellagic acid,graves disease,42,14,1.976190476,2.040595238,0.060449821,-1.065425191
ellagic acid,mitochondrial diseases,42,54,1.928571429,1.847571429,0.055422496,1.461500399
ellagic acid,"lysosomal storage diseases, nervous system",42,36,1.976190476,1.898190476,0.055817081,1.397421706
ellagic acid,"colitis, ulcerative",42,68,1.523809524,1.742428571,0.070505448,-3.100739802
ellagic acid,keratosis,42,25,1.880952381,1.901761905,0.055175067,-0.377154484
ellagic acid,"leukemia, b-cell",42,21,1.928571429,1.863452381,0.086996934,0.748521178
ellagic acid,male urogenital diseases,42,317,1.380952381,1.496404762,0.081218746,-1.421499182
ellagic acid,tauopathies,42,38,1.69047619,1.776428571,0.093264977,-0.921593328
ellagic acid,hematologic diseases,42,198,1.452380952,1.500142857,0.078708265,-0.606821977
ellagic acid,"anemia, aplastic",42,21,1.857142857,1.832357143,0.055037191,0.450344827
ellagic acid,alzheimer disease,42,32,1.69047619,1.796285714,0.092185803,-1.147785458
ellagic acid,rheumatic diseases,42,65,1.761904762,1.74552381,0.078190476,0.209500609
ellagic acid,"lupus erythematosus, systemic",42,87,1.666666667,1.722880952,0.076103667,-0.7386541
ellagic acid,glomerulonephritis,42,20,1.952380952,2.004047619,0.056187954,-0.919532801
ellagic acid,adnexal diseases,42,28,1.666666667,1.719857143,0.098449557,-0.540281521
ellagic acid,prostatic neoplasms,42,68,1.80952381,1.719380952,0.085224141,1.057715058
ellagic acid,"leukemia, myeloid",42,54,1.595238095,1.627071429,0.090229711,-0.352803227
ellagic acid,"limb deformities, congenital",42,21,1.761904762,1.841095238,0.079574136,-0.995178589
ellagic acid,"congenital, hereditary, and neonatal diseases and abnormalities",42,1129,1.238095238,1.149785714,0.074117327,1.191482852
ellagic acid,dysostoses,42,22,1.952380952,1.799880952,0.084585742,1.802904326
ellagic acid,ocular motility disorders,42,20,2,2.001333333,0.058780425,-0.022683289
ellagic acid,head and neck neoplasms,42,38,1.714285714,1.756404762,0.065783431,-0.640268335
ellagic acid,malformations of cortical development,42,23,1.80952381,1.835547619,0.079025926,-0.32930724
ellagic acid,spinal cord diseases,42,70,1.833333333,1.641285714,0.084473976,2.27345306
ellagic acid,"anemia, hemolytic",42,29,1.785714286,1.913380952,0.056207403,-2.271349693
ellagic acid,"bone diseases, metabolic",42,33,1.952380952,1.959928571,0.054557127,-0.13834341
ellagic acid,"purine-pyrimidine metabolism, inborn errors",42,20,1.976190476,2.003833333,0.058771817,-0.470342058
ellagic acid,cerebrovascular disorders,42,52,1.714285714,1.807738095,0.066664009,-1.401841592
ellagic acid,aneurysm,42,17,1.976190476,1.867214286,0.081406538,1.338666323
ellagic acid,orbital diseases,42,14,1.976190476,2.040595238,0.060449821,-1.065425191
ellagic acid,autoimmune diseases of the nervous system,42,99,1.5,1.637714286,0.084740982,-1.62512025
ellagic acid,musculoskeletal abnormalities,42,67,1.547619048,1.633714286,0.081602932,-1.05505079
ellagic acid,kidney neoplasms,42,23,1.80952381,1.828880952,0.083997459,-0.230449148
ellagic acid,immune system diseases,42,473,1.238095238,1.343833333,0.080406137,-1.315050064
ellagic acid,blood coagulation disorders,42,40,1.785714286,1.890238095,0.055358551,-1.888124016
ellagic acid,pancreatic diseases,42,25,1.833333333,1.830190476,0.076326426,0.041176527
ellagic acid,blood protein disorders,42,22,1.952380952,1.91952381,0.055028337,0.597094959
ellagic acid,urogenital abnormalities,42,35,1.857142857,1.780238095,0.084525822,0.909837497
ellagic acid,immunoproliferative disorders,42,108,1.69047619,1.626190476,0.075780145,0.848318702
ellagic acid,gonadal disorders,42,67,1.642857143,1.653880952,0.093728001,-0.1176149
ellagic acid,endocrine gland neoplasms,42,53,1.619047619,1.636380952,0.093307868,-0.18576497
ellagic acid,nephritis,42,24,1.952380952,1.933952381,0.056116396,0.328399056
ellagic acid,cranial nerve diseases,42,35,1.952380952,1.900285714,0.057314504,0.908936384
ellagic acid,female urogenital diseases and pregnancy complications,42,275,1.333333333,1.485285714,0.086870757,-1.749177594
ellagic acid,joint diseases,42,89,1.69047619,1.669857143,0.082368716,0.250326198
ellagic acid,"lipid metabolism, inborn errors",42,50,1.833333333,1.836595238,0.054534887,-0.059813176
ellagic acid,"death, sudden",42,23,1.833333333,1.925904762,0.07934488,-1.166696939
ellagic acid,retinal diseases,42,138,1.69047619,1.718452381,0.060937382,-0.459097349
ellagic acid,eye diseases,42,272,1.476190476,1.567166667,0.077966499,-1.166862586
ellagic acid,cerebellar ataxia,42,35,1.904761905,1.82447619,0.054594028,1.470595167
ellagic acid,"neoplasms, glandular and epithelial",42,94,1.452380952,1.544309524,0.088222813,-1.042004537
ellagic acid,muscular diseases,42,70,1.80952381,1.748452381,0.057596291,1.06033613
ellagic acid,"eye diseases, hereditary",42,136,1.785714286,1.723333333,0.065264159,0.955822514
ellagic acid,central nervous system diseases,42,396,1.547619048,1.393595238,0.078755337,1.955725363
ellagic acid,panuveitis,42,14,1.976190476,1.978809524,0.059418478,-0.044077999
ellagic acid,vascular diseases,42,213,1.452380952,1.542952381,0.082956919,-1.091788727
ellagic acid,"genital neoplasms, male",42,77,1.785714286,1.730738095,0.07096484,0.774696181
ellagic acid,congenital abnormalities,42,429,1.428571429,1.358666667,0.078035343,0.895808993
ellagic acid,"neoplasms, connective tissue",42,30,1.761904762,1.755571429,0.069101965,0.091652
ellagic acid,goiter,42,20,1.928571429,1.995619048,0.062015213,-1.081147931
ellagic acid,parkinson disease,42,39,1.880952381,1.761738095,0.089325233,1.334609296
ellagic acid,myeloproliferative disorders,42,19,1.714285714,1.816738095,0.070843601,-1.44617693
ellagic acid,"muscular disorders, atrophic",42,36,1.904761905,1.815333333,0.055084269,1.623486592
ellagic acid,"cardiomyopathy, hypertrophic",42,23,1.928571429,1.915928571,0.057681189,0.219185098
ellagic acid,varicose veins,42,28,1.904761905,1.991714286,0.058538977,-1.485375828
ellagic acid,nervous system diseases,42,805,1.30952381,1.222214286,0.07702707,1.133491432
ellagic acid,retinal degeneration,42,120,1.761904762,1.771190476,0.060289833,-0.154017914
ellagic acid,"metal metabolism, inborn errors",42,21,2.023809524,2.05397619,0.057101726,-0.52829693
ellagic acid,"lymphoma, non-hodgkin",42,26,1.80952381,1.785,0.078863454,0.310965449
ellagic acid,uveitis,42,14,1.976190476,1.978809524,0.059418478,-0.044077999
ellagic acid,precursor cell lymphoblastic leukemia-lymphoma,42,43,1.833333333,1.79802381,0.052831992,0.668336029
ellagic acid,gastrointestinal diseases,42,262,1.285714286,1.447238095,0.08637754,-1.869974649
ellagic acid,lymphoma,42,29,1.80952381,1.777095238,0.085498923,0.379286317
ellagic acid,"skin diseases, papulosquamous",42,60,1.714285714,1.755428571,0.072178665,-0.570014108
ellagic acid,mycobacterium infections,42,29,1.785714286,1.873238095,0.077886713,-1.123732221
ellagic acid,"skin diseases, genetic",42,130,1.666666667,1.657595238,0.067401726,0.134587482
ellagic acid,intestinal neoplasms,42,43,1.642857143,1.679452381,0.08239138,-0.44416343
ellagic acid,"pathological conditions, anatomical",42,21,1.857142857,1.895261905,0.088537497,-0.430541285
ellagic acid,ectodermal dysplasia,42,20,1.80952381,1.869547619,0.082497712,-0.727581508
ellagic acid,hypotrichosis,42,18,1.880952381,1.915261905,0.082624602,-0.41524586
ellagic acid,dna repair-deficiency disorders,42,46,1.80952381,1.725,0.067802819,1.246612031
ellagic acid,coronary disease,42,44,1.880952381,1.816380952,0.086337207,0.747898045
ellagic acid,breast neoplasms,42,43,1.785714286,1.692238095,0.090327334,1.034860509
ellagic acid,cardiomegaly,42,37,1.880952381,1.776904762,0.079891863,1.302355651
ellagic acid,cholestasis,42,35,1.857142857,1.821785714,0.078295964,0.451583213
ellagic acid,kidney diseases,42,168,1.476190476,1.62802381,0.075521134,-2.010474767
ellagic acid,dementia,42,47,1.666666667,1.71302381,0.084964282,-0.545607425
ellagic acid,"arthritis, rheumatoid",42,43,1.761904762,1.778166667,0.073333762,-0.221751949
ellagic acid,lipidoses,42,29,2.023809524,1.935404762,0.057205477,1.545389833
ellagic acid,spondylarthropathies,42,20,1.904761905,1.838309524,0.083792338,0.793060351
ellagic acid,leprosy,42,20,2.071428571,2.022309524,0.056629795,0.867371102
ellagic acid,hemic and lymphatic diseases,42,312,1.380952381,1.407047619,0.078711218,-0.331531374
ellagic acid,inflammatory bowel diseases,42,144,1.428571429,1.60847619,0.071693414,-2.509362471
ellagic acid,macular degeneration,42,51,1.857142857,1.932190476,0.056116254,-1.337359733
ellagic acid,vasculitis,42,17,1.904761905,1.966238095,0.059425042,-1.03451657
ellagic acid,pathologic processes,42,69,1.761904762,1.759714286,0.070314873,0.031152388
ellagic acid,"hypersensitivity, immediate",42,54,1.761904762,1.787309524,0.083721921,-0.303442178
ellagic acid,lymphatic diseases,42,130,1.642857143,1.600714286,0.077309857,0.545116218
ellagic acid,pigmentation disorders,42,48,1.571428571,1.737571429,0.076367042,-2.175583234
ellagic acid,neoplasms by site,42,281,1.238095238,1.416904762,0.084421131,-2.118065948
ellagic acid,connective tissue diseases,42,175,1.5,1.554166667,0.082166577,-0.659229929
ellagic acid,gout,42,17,2,2.023214286,0.060498566,-0.383716295
ellagic acid,colitis,42,68,1.523809524,1.742428571,0.070505448,-3.100739802
ellagic acid,arteriosclerosis,42,45,1.833333333,1.869952381,0.055881698,-0.655295901
ellagic acid,tdp-43 proteinopathies,42,30,1.904761905,1.759452381,0.06752169,2.152042175
ellagic acid,"cardiomyopathy, dilated",42,32,1.880952381,1.793880952,0.068060893,1.279316577
ellagic acid,congenital disorders of glycosylation,42,25,2.095238095,2.020928571,0.05729325,1.297003128
ellagic acid,spondylarthritis,42,20,1.904761905,1.838309524,0.083792338,0.793060351
ellagic acid,"genetic diseases, inborn",42,960,1.285714286,1.194285714,0.076947136,1.188199804
ellagic acid,"heart defects, congenital",42,64,1.619047619,1.796595238,0.053325632,-3.329498644
ellagic acid,"metabolism, inborn errors",42,316,1.547619048,1.5525,0.073597911,-0.06631917
ellagic acid,"diabetes mellitus, type 1",42,94,1.476190476,1.690452381,0.077543781,-2.763108812
ellagic acid,vision disorders,42,22,2.142857143,2.065357143,0.057597276,1.345549756
ellagic acid,"skin diseases, vascular",42,19,1.904761905,1.957166667,0.056296304,-0.930873938
ellagic acid,digestive system diseases,42,368,1.261904762,1.400928571,0.078705078,-1.766389335
ellagic acid,endocrine system diseases,42,333,1.261904762,1.449047619,0.082252859,-2.275213999
ellagic acid,"abnormalities, multiple",42,141,1.5,1.559047619,0.08068443,-0.731834118
ellagic acid,bone diseases,42,162,1.5,1.56552381,0.081713842,-0.801869159
ellagic acid,prostatic diseases,42,68,1.80952381,1.719380952,0.085224141,1.057715058
ellagic acid,coronary artery disease,42,37,1.904761905,1.906928571,0.057728738,-0.037531856
ellagic acid,proteinuria,42,19,2.023809524,2.041785714,0.057690702,-0.311595973
ellagic acid,hemorrhagic disorders,42,59,1.761904762,1.794904762,0.053095793,-0.621518165
ellagic acid,albuminuria,42,19,2.023809524,2.041785714,0.057690702,-0.311595973
ellagic acid,"cardiomyopathy, hypertrophic, familial",42,22,1.928571429,1.924309524,0.057916191,0.07358745
ellagic acid,"neoplasms, nerve tissue",42,54,1.571428571,1.665333333,0.075167477,-1.249273824
ellagic acid,stomatognathic system abnormalities,42,19,2,2.045333333,0.05764061,-0.786482541
ellagic acid,ovarian diseases,42,28,1.666666667,1.719857143,0.098449557,-0.540281521
ellagic acid,multiple sclerosis,42,84,1.5,1.653809524,0.089526342,-1.718036498
ellagic acid,myocardial infarction,42,16,2.071428571,2.024547619,0.06072147,0.772065503
ellagic acid,colorectal neoplasms,42,43,1.642857143,1.679452381,0.08239138,-0.44416343
ellagic acid,intellectual disability,42,99,1.642857143,1.652214286,0.069744232,-0.13416368
ellagic acid,hypersensitivity,42,54,1.761904762,1.787309524,0.083721921,-0.303442178
ellagic acid,craniofacial abnormalities,42,43,1.595238095,1.6865,0.081909991,-1.114173055
ellagic acid,skin diseases,42,310,1.380952381,1.417071429,0.078872838,-0.457940255
ellagic acid,charcot-marie-tooth disease,42,29,1.857142857,1.83747619,0.053503788,0.367575221
ellagic acid,spinocerebellar degenerations,42,35,1.880952381,1.842214286,0.055245643,0.701197292
