chemical,pubchem_compound_id,entrez_id,symbol
quercetin,5280343.0,1109.0,AKR1C4
quercetin,5280343.0,50507.0,NOX4
quercetin,5280343.0,7301.0,TYRO3
quercetin,5280343.0,3791.0,KDR
quercetin,5280343.0,9262.0,STK17B
quercetin,5280343.0,5290.0,PIK3CA
quercetin,5280343.0,7294.0,TXK
quercetin,5280343.0,53834.0,FGFRL1
quercetin,5280343.0,7297.0,TYK2
quercetin,5280343.0,7535.0,ZAP70
quercetin,5280343.0,7365.0,UGT2B10
quercetin,5280343.0,1021.0,CDK6
quercetin,5280343.0,5286.0,PIK3C2A
quercetin,5280343.0,5288.0,PIK3C2G
quercetin,5280343.0,3480.0,IGF1R
quercetin,5280343.0,30811.0,HUNK
quercetin,5280343.0,207.0,AKT1
quercetin,5280343.0,801.0,CALM2
quercetin,5280343.0,2044.0,EPHA5
quercetin,5280343.0,133688.0,UGT3A1
quercetin,5280343.0,1956.0,EGFR
quercetin,5280343.0,2041.0,EPHA1
quercetin,5280343.0,2043.0,EPHA4
quercetin,5280343.0,498.0,ATP5F1A
quercetin,5280343.0,2321.0,FLT1
quercetin,5280343.0,167127.0,UGT3A2
quercetin,5280343.0,760.0,CA2
quercetin,5280343.0,231.0,AKR1B1
quercetin,5280343.0,1436.0,CSF1R
quercetin,5280343.0,3815.0,KIT
quercetin,5280343.0,5291.0,PIK3CB
quercetin,5280343.0,2264.0,FGFR4
quercetin,5280343.0,246.0,ALOX15
quercetin,5280343.0,91461.0,PKDCC
quercetin,5280343.0,10461.0,MERTK
quercetin,5280343.0,80270.0,HSD3B7
quercetin,5280343.0,221656.0,KDM1B
quercetin,5280343.0,9833.0,MELK
quercetin,5280343.0,83592.0,AKR1E2
quercetin,5280343.0,4314.0,MMP3
quercetin,5280343.0,5347.0,PLK1
quercetin,5280343.0,558.0,AXL
quercetin,5280343.0,55872.0,PBK
quercetin,5280343.0,54578.0,UGT1A6
quercetin,5280343.0,43.0,ACHE
quercetin,5280343.0,3643.0,INSR
quercetin,5280343.0,7364.0,UGT2B7
quercetin,5280343.0,54658.0,UGT1A1
quercetin,5280343.0,7363.0,UGT2B4
quercetin,5280343.0,695.0,BTK
quercetin,5280343.0,197259.0,MLKL
quercetin,5280343.0,2147.0,F2
quercetin,5280343.0,660.0,BMX
quercetin,5280343.0,4296.0,MAP3K11
quercetin,5280343.0,4342.0,MOS
quercetin,5280343.0,7368.0,UGT8
quercetin,5280343.0,10221.0,TRIB1
quercetin,5280343.0,5319.0,PLA2G1B
quercetin,5280343.0,10327.0,AKR1A1
quercetin,5280343.0,5591.0,PRKDC
quercetin,5280343.0,167359.0,NIM1K
quercetin,5280343.0,59344.0,ALOXE3
quercetin,5280343.0,242.0,ALOX12B
quercetin,5280343.0,4233.0,MET
quercetin,5280343.0,7367.0,UGT2B17
quercetin,5280343.0,7525.0,YES1
quercetin,5280343.0,2932.0,GSK3B
quercetin,5280343.0,6794.0,STK11
quercetin,5280343.0,2049.0,EPHB3
quercetin,5280343.0,93517.0,SDR42E1
quercetin,5280343.0,54101.0,RIPK4
quercetin,5280343.0,54490.0,UGT2B28
quercetin,5280343.0,135.0,ADORA2A
quercetin,5280343.0,3984.0,LIMK1
quercetin,5280343.0,2042.0,EPHA3
quercetin,5280343.0,3932.0,LCK
quercetin,5280343.0,7016.0,TESK1
quercetin,5280343.0,283629.0,TSSK4
quercetin,5280343.0,2261.0,FGFR3
quercetin,5280343.0,3985.0,LIMK2
quercetin,5280343.0,4128.0,MAOA
quercetin,5280343.0,7366.0,UGT2B15
quercetin,5280343.0,5747.0,PTK2
quercetin,5280343.0,1544.0,CYP1A2
quercetin,5280343.0,3716.0,JAK1
quercetin,5280343.0,5585.0,PKN1
quercetin,5280343.0,545.0,ATR
quercetin,5280343.0,54575.0,UGT1A10
quercetin,5280343.0,2534.0,FYN
quercetin,5280343.0,54600.0,UGT1A9
quercetin,5280343.0,8295.0,TRRAP
quercetin,5280343.0,5979.0,RET
quercetin,5280343.0,509.0,ATP5F1C
quercetin,5280343.0,2050.0,EPHB4
quercetin,5280343.0,6714.0,SRC
quercetin,5280343.0,1969.0,EPHA2
quercetin,5280343.0,5294.0,PIK3CG
quercetin,5280343.0,57016.0,AKR1B10
quercetin,5280343.0,26275.0,HIBCH
quercetin,5280343.0,415116.0,PIM3
quercetin,5280343.0,83983.0,
quercetin,5280343.0,2475.0,MTOR
quercetin,5280343.0,9578.0,CDC42BPB
quercetin,5280343.0,84451.0,MAP3K21
quercetin,5280343.0,4751.0,NEK2
quercetin,5280343.0,25778.0,DSTYK
quercetin,5280343.0,5287.0,PIK3C2B
quercetin,5280343.0,6041.0,RNASEL
quercetin,5280343.0,3645.0,INSRR
quercetin,5280343.0,2444.0,
quercetin,5280343.0,2045.0,EPHA7
quercetin,5280343.0,6885.0,MAP3K7
quercetin,5280343.0,3283.0,HSD3B1
quercetin,5280343.0,3284.0,HSD3B2
quercetin,5280343.0,3654.0,IRAK1
quercetin,5280343.0,2730.0,GCLM
quercetin,5280343.0,50814.0,NSDHL
quercetin,5280343.0,4919.0,ROR1
quercetin,5280343.0,10420.0,TESK2
quercetin,5280343.0,4318.0,MMP9
quercetin,5280343.0,25.0,ABL1
quercetin,5280343.0,7075.0,TIE1
quercetin,5280343.0,5328.0,PLAU
quercetin,5280343.0,284656.0,EPHA10
quercetin,5280343.0,83931.0,STK40
quercetin,5280343.0,2739.0,GLO1
quercetin,5280343.0,54657.0,UGT1A4
quercetin,5280343.0,54579.0,UGT1A5
quercetin,5280343.0,54577.0,UGT1A7
quercetin,5280343.0,54576.0,UGT1A8
quercetin,5280343.0,5292.0,PIM1
quercetin,5280343.0,81629.0,TSSK3
quercetin,5280343.0,2268.0,FGR
quercetin,5280343.0,240.0,ALOX5
quercetin,5280343.0,4593.0,MUSK
quercetin,5280343.0,2048.0,EPHB2
quercetin,5280343.0,316.0,AOX1
quercetin,5280343.0,51776.0,MAP3K20
quercetin,5280343.0,6850.0,SYK
quercetin,5280343.0,3055.0,HCK
quercetin,5280343.0,11040.0,PIM2
quercetin,5280343.0,5293.0,PIK3CD
quercetin,5280343.0,4129.0,MAOB
quercetin,5280343.0,7498.0,XDH
quercetin,5280343.0,1543.0,CYP1A1
quercetin,5280343.0,7010.0,TEK
quercetin,5280343.0,247.0,ALOX15B
quercetin,5280343.0,8644.0,AKR1C3
quercetin,5280343.0,1646.0,AKR1C2
quercetin,5280343.0,1645.0,AKR1C1
quercetin,5280343.0,7006.0,TEC
quercetin,5280343.0,3717.0,JAK2
quercetin,5280343.0,285220.0,EPHA6
quercetin,5280343.0,83942.0,TSSK1B
quercetin,5280343.0,2051.0,
quercetin,5280343.0,4145.0,MATK
quercetin,5280343.0,983.0,CDK1
quercetin,5280343.0,816.0,CAMK2B
quercetin,5280343.0,2047.0,EPHB1
quercetin,5280343.0,4363.0,ABCC1
quercetin,5280343.0,23617.0,TSSK2
quercetin,5280343.0,23028.0,KDM1A
quercetin,5280343.0,80146.0,UXS1
quercetin,5280343.0,10720.0,UGT2B11
quercetin,5280343.0,10941.0,
quercetin,5280343.0,441282.0,AKR1B15
quercetin,5280343.0,51135.0,IRAK4
quercetin,5280343.0,3718.0,JAK3
quercetin,5280343.0,2260.0,FGFR1
quercetin,5280343.0,3702.0,ITK
quercetin,5280343.0,7264.0,TSTA3
quercetin,5280343.0,2081.0,ERN1
quercetin,5280343.0,23049.0,SMG1
quercetin,5280343.0,2263.0,FGFR2
quercetin,5280343.0,2859.0,GPR35
quercetin,5280343.0,54659.0,UGT1A3
quercetin,5280343.0,27.0,ABL2
quercetin,5280343.0,4067.0,LYN
quercetin,5280343.0,4293.0,MAP3K9
quercetin,5280343.0,107282092.0,BOLA2-SMG1P6
quercetin,5280343.0,5297.0,
quercetin,5280343.0,9212.0,AURKB
quercetin 3-o-glucoside,5280804.0,50507.0,NOX4
quercetin 3-o-glucoside,5280804.0,231.0,AKR1B1
quercetin 3-o-glucoside,5280804.0,251.0,ALPG
quercetin 3-o-glucoside,5280804.0,248.0,ALPI
quercetin 3-o-glucoside,5280804.0,249.0,ALPL
quercetin 3-o-glucoside,5280804.0,250.0,ALPP
quercetin 3-o-glucoside,5280804.0,152.0,ADRA2C
quercetin 3-o-glucoside,5280804.0,231.0,AKR1B1
quercetin 3-o-glucoside,5280804.0,251.0,ALPG
quercetin 3-o-glucoside,5280804.0,248.0,ALPI
quercetin 3-o-glucoside,5280804.0,249.0,ALPL
quercetin 3-o-glucoside,5280804.0,250.0,ALPP
quercetin 3-o-rutinoside,5280805.0,150.0,ADRA2A
quercetin 3-o-rutinoside,5280805.0,43.0,ACHE
quercetin 3-o-rutinoside,5280805.0,8644.0,AKR1C3
quercetin 3-o-rutinoside,5280805.0,1133.0,CHRM5
quercetin 3-o-rutinoside,5280805.0,152.0,ADRA2C
quercetin 3-o-rutinoside,5280805.0,150.0,ADRA2A
quercetin 3-o-rutinoside,5280805.0,43.0,ACHE
quercetin 3-o-rutinoside,5280805.0,8644.0,AKR1C3
quercetin 3-o-rutinoside,5280805.0,1133.0,CHRM5
quercetin 3-o-rutinoside,5280805.0,152.0,ADRA2C
biochanin a,5280373.0,1588.0,
biochanin a,5280373.0,1588.0,
daidzein,5281708.0,2099.0,ESR1
daidzein,5281708.0,217.0,ALDH2
daidzein,5281708.0,2100.0,ESR2
daidzein,5281708.0,2099.0,ESR1
daidzein,5281708.0,217.0,ALDH2
daidzein,5281708.0,2100.0,ESR2
daidzin,107971.0,217.0,ALDH2
daidzin,107971.0,217.0,ALDH2
genistein,5280961.0,2101.0,ESRRA
genistein,5280961.0,2099.0,ESR1
genistein,5280961.0,7276.0,TTR
genistein,5280961.0,9429.0,ABCG2
genistein,5280961.0,7376.0,NR1H2
genistein,5280961.0,10599.0,SLCO1B1
genistein,5280961.0,28234.0,SLCO1B3
genistein,5280961.0,1956.0,EGFR
genistein,5280961.0,231.0,AKR1B1
genistein,5280961.0,134.0,ADORA1
genistein,5280961.0,4128.0,MAOA
genistein,5280961.0,2100.0,ESR2
genistein,5280961.0,25.0,ABL1
genistein,5280961.0,316.0,AOX1
genistein,5280961.0,3356.0,HTR2A
genistein,5280961.0,2103.0,ESRRB
genistein,5280961.0,6916.0,TBXAS1
genistein,5280961.0,8972.0,MGAM
genistein,5280961.0,3292.0,HSD17B1
genistein,5280961.0,2101.0,ESRRA
genistein,5280961.0,2099.0,ESR1
genistein,5280961.0,7276.0,TTR
genistein,5280961.0,9429.0,ABCG2
genistein,5280961.0,7376.0,NR1H2
genistein,5280961.0,10599.0,SLCO1B1
genistein,5280961.0,28234.0,SLCO1B3
genistein,5280961.0,1956.0,EGFR
genistein,5280961.0,231.0,AKR1B1
genistein,5280961.0,134.0,ADORA1
genistein,5280961.0,4128.0,MAOA
genistein,5280961.0,2100.0,ESR2
genistein,5280961.0,25.0,ABL1
genistein,5280961.0,316.0,AOX1
genistein,5280961.0,3356.0,HTR2A
genistein,5280961.0,2103.0,ESRRB
genistein,5280961.0,6916.0,TBXAS1
genistein,5280961.0,8972.0,MGAM
genistein,5280961.0,3292.0,HSD17B1
4-methylcatechol,9958.0,25824.0,PRDX5
4-methylcatechol,9958.0,3934.0,LCN2
4-methylcatechol,9958.0,25824.0,PRDX5
4-methylcatechol,9958.0,3934.0,LCN2
psoralen,6199.0,4790.0,NFKB1
psoralen,6199.0,1548.0,CYP2A6
psoralen,6199.0,4128.0,MAOA
psoralen,6199.0,4790.0,NFKB1
psoralen,6199.0,1548.0,CYP2A6
psoralen,6199.0,4128.0,MAOA
xanthotoxin,4114.0,1548.0,CYP2A6
xanthotoxin,4114.0,43.0,ACHE
xanthotoxin,4114.0,1544.0,CYP1A2
xanthotoxin,4114.0,1548.0,CYP2A6
xanthotoxin,4114.0,43.0,ACHE
xanthotoxin,4114.0,1544.0,CYP1A2
coumarin,323.0,4057.0,LTF
coumarin,323.0,759.0,
coumarin,323.0,760.0,CA2
coumarin,323.0,4241.0,MELTF
coumarin,323.0,1548.0,CYP2A6
coumarin,323.0,23632.0,CA14
coumarin,323.0,7018.0,TF
coumarin,323.0,4057.0,LTF
coumarin,323.0,759.0,
coumarin,323.0,760.0,CA2
coumarin,323.0,4241.0,MELTF
coumarin,323.0,1548.0,CYP2A6
coumarin,323.0,23632.0,CA14
coumarin,323.0,7018.0,TF
esculetin,5281416.0,7498.0,XDH
esculetin,5281416.0,7498.0,XDH
umbelliferone,5281426.0,771.0,CA12
umbelliferone,5281426.0,54995.0,OXSM
umbelliferone,5281426.0,768.0,CA9
umbelliferone,5281426.0,771.0,CA12
umbelliferone,5281426.0,54995.0,OXSM
umbelliferone,5281426.0,768.0,CA9
guaiacol,460.0,759.0,
guaiacol,460.0,760.0,CA2
guaiacol,460.0,759.0,
guaiacol,460.0,760.0,CA2
coumestrol,5281707.0,2099.0,ESR1
coumestrol,5281707.0,8856.0,NR1I2
coumestrol,5281707.0,2100.0,ESR2
coumestrol,5281707.0,2099.0,ESR1
coumestrol,5281707.0,8856.0,NR1I2
coumestrol,5281707.0,2100.0,ESR2
phenol,996.0,10942.0,PRSS21
phenol,996.0,43847.0,KLK14
phenol,996.0,64063.0,PRSS22
phenol,996.0,23430.0,TPSD1
phenol,996.0,49.0,ACR
phenol,996.0,1511.0,CTSG
phenol,996.0,2999.0,GZMH
phenol,996.0,3002.0,GZMB
phenol,996.0,2158.0,F9
phenol,996.0,221191.0,PRSS54
phenol,996.0,27161.0,AGO2
phenol,996.0,5327.0,PLAT
phenol,996.0,3082.0,HGF
phenol,996.0,3003.0,GZMK
phenol,996.0,566.0,AZU1
phenol,996.0,5624.0,PROC
phenol,996.0,5657.0,PRTN3
phenol,996.0,25823.0,TPSG1
phenol,996.0,43849.0,KLK12
phenol,996.0,1215.0,CMA1
phenol,996.0,2161.0,F12
phenol,996.0,10403.0,NDC80
phenol,996.0,3249.0,HPN
phenol,996.0,1991.0,ELANE
phenol,996.0,3004.0,GZMM
phenol,996.0,3818.0,KLKB1
phenol,996.0,57510.0,XPO5
phenol,996.0,51279.0,C1RL
phenol,996.0,146547.0,PRSS36
phenol,996.0,83540.0,NUF2
phenol,996.0,10699.0,CORIN
phenol,996.0,3001.0,GZMA
phenol,996.0,3026.0,HABP2
phenol,996.0,25891.0,
phenol,996.0,6768.0,ST14
phenol,996.0,339105.0,PRSS53
phenol,996.0,9407.0,TMPRSS11D
phenol,996.0,5651.0,TMPRSS15
phenol,996.0,10136.0,CELA3A
phenol,996.0,64699.0,TMPRSS3
phenol,996.0,1990.0,CELA1
phenol,996.0,260429.0,PRSS33
phenol,996.0,5648.0,MASP1
phenol,996.0,8492.0,PRSS12
phenol,996.0,136242.0,PRSS37
phenol,996.0,717.0,C2
phenol,996.0,80975.0,TMPRSS5
phenol,996.0,3816.0,KLK1
phenol,996.0,23214.0,XPO6
phenol,996.0,440387.0,CTRB2
phenol,996.0,83886.0,PRSS27
phenol,996.0,28983.0,TMPRSS11E
phenol,996.0,2147.0,F2
phenol,996.0,5644.0,PRSS1
phenol,996.0,5340.0,PLG
phenol,996.0,5653.0,KLK6
phenol,996.0,5566.0,PRKACA
phenol,996.0,10073.0,SNUPN
phenol,996.0,5655.0,KLK10
phenol,996.0,3817.0,KLK2
phenol,996.0,354.0,KLK3
phenol,996.0,5652.0,PRSS8
phenol,996.0,4018.0,LPA
phenol,996.0,9622.0,KLK4
phenol,996.0,29122.0,
phenol,996.0,341350.0,OVCH1
phenol,996.0,400668.0,PRSS57
phenol,996.0,716.0,C1S
phenol,996.0,360200.0,TMPRSS9
phenol,996.0,132724.0,TMPRSS11B
phenol,996.0,1675.0,CFD
phenol,996.0,203074.0,PRSS55
phenol,996.0,339967.0,TMPRSS11A
phenol,996.0,164656.0,TMPRSS6
phenol,996.0,25818.0,KLK5
phenol,996.0,23436.0,CELA3B
phenol,996.0,7177.0,TPSAB1
phenol,996.0,3240.0,HP
phenol,996.0,389208.0,TMPRSS11F
phenol,996.0,723961.0,INS-IGF2
phenol,996.0,63036.0,CELA2A
phenol,996.0,5646.0,PRSS3
phenol,996.0,1504.0,CTRB1
phenol,996.0,339501.0,PRSS38
phenol,996.0,5328.0,PLAU
phenol,996.0,8858.0,PROZ
phenol,996.0,2159.0,F10
phenol,996.0,2155.0,F7
phenol,996.0,51032.0,CELA2B
phenol,996.0,11330.0,CTRC
phenol,996.0,284366.0,
phenol,996.0,3083.0,HGFAC
phenol,996.0,11202.0,KLK8
phenol,996.0,5650.0,KLK7
phenol,996.0,5901.0,RAN
phenol,996.0,3426.0,CFI
phenol,996.0,283471.0,TMPRSS12
phenol,996.0,7113.0,TMPRSS2
phenol,996.0,10747.0,MASP2
phenol,996.0,7514.0,XPO1
phenol,996.0,2160.0,F11
phenol,996.0,345062.0,PRSS48
phenol,996.0,339906.0,PRSS42
phenol,996.0,377047.0,PRSS45
phenol,996.0,344805.0,TMPRSS7
phenol,996.0,4485.0,MST1
phenol,996.0,56649.0,TMPRSS4
phenol,996.0,629.0,CFB
phenol,996.0,100287362.0,
phenol,996.0,84000.0,TMPRSS13
phenol,996.0,11223.0,
phenol,996.0,3250.0,HPR
phenol,996.0,136541.0,PRSS58
phenol,996.0,1506.0,CTRL
phenol,996.0,55554.0,KLK15
phenol,996.0,26085.0,KLK13
phenol,996.0,11012.0,KLK11
phenol,996.0,10942.0,PRSS21
phenol,996.0,43847.0,KLK14
phenol,996.0,64063.0,PRSS22
phenol,996.0,23430.0,TPSD1
phenol,996.0,49.0,ACR
phenol,996.0,1511.0,CTSG
phenol,996.0,2999.0,GZMH
phenol,996.0,3002.0,GZMB
phenol,996.0,2158.0,F9
phenol,996.0,221191.0,PRSS54
phenol,996.0,27161.0,AGO2
phenol,996.0,5327.0,PLAT
phenol,996.0,3082.0,HGF
phenol,996.0,3003.0,GZMK
phenol,996.0,566.0,AZU1
phenol,996.0,5624.0,PROC
phenol,996.0,5657.0,PRTN3
phenol,996.0,25823.0,TPSG1
phenol,996.0,43849.0,KLK12
phenol,996.0,1215.0,CMA1
phenol,996.0,2161.0,F12
phenol,996.0,10403.0,NDC80
phenol,996.0,3249.0,HPN
phenol,996.0,1991.0,ELANE
phenol,996.0,3004.0,GZMM
phenol,996.0,3818.0,KLKB1
phenol,996.0,57510.0,XPO5
phenol,996.0,51279.0,C1RL
phenol,996.0,146547.0,PRSS36
phenol,996.0,83540.0,NUF2
phenol,996.0,10699.0,CORIN
phenol,996.0,3001.0,GZMA
phenol,996.0,3026.0,HABP2
phenol,996.0,25891.0,
phenol,996.0,6768.0,ST14
phenol,996.0,339105.0,PRSS53
phenol,996.0,9407.0,TMPRSS11D
phenol,996.0,5651.0,TMPRSS15
phenol,996.0,10136.0,CELA3A
phenol,996.0,64699.0,TMPRSS3
phenol,996.0,1990.0,CELA1
phenol,996.0,260429.0,PRSS33
phenol,996.0,5648.0,MASP1
phenol,996.0,8492.0,PRSS12
phenol,996.0,136242.0,PRSS37
phenol,996.0,717.0,C2
phenol,996.0,80975.0,TMPRSS5
phenol,996.0,3816.0,KLK1
phenol,996.0,23214.0,XPO6
phenol,996.0,440387.0,CTRB2
phenol,996.0,83886.0,PRSS27
phenol,996.0,28983.0,TMPRSS11E
phenol,996.0,2147.0,F2
phenol,996.0,5644.0,PRSS1
phenol,996.0,5340.0,PLG
phenol,996.0,5653.0,KLK6
phenol,996.0,5566.0,PRKACA
phenol,996.0,10073.0,SNUPN
phenol,996.0,5655.0,KLK10
phenol,996.0,3817.0,KLK2
phenol,996.0,354.0,KLK3
phenol,996.0,5652.0,PRSS8
phenol,996.0,4018.0,LPA
phenol,996.0,9622.0,KLK4
phenol,996.0,29122.0,
phenol,996.0,341350.0,OVCH1
phenol,996.0,400668.0,PRSS57
phenol,996.0,716.0,C1S
phenol,996.0,360200.0,TMPRSS9
phenol,996.0,132724.0,TMPRSS11B
phenol,996.0,1675.0,CFD
phenol,996.0,203074.0,PRSS55
phenol,996.0,339967.0,TMPRSS11A
phenol,996.0,164656.0,TMPRSS6
phenol,996.0,25818.0,KLK5
phenol,996.0,23436.0,CELA3B
phenol,996.0,7177.0,TPSAB1
phenol,996.0,3240.0,HP
phenol,996.0,389208.0,TMPRSS11F
phenol,996.0,723961.0,INS-IGF2
phenol,996.0,63036.0,CELA2A
phenol,996.0,5646.0,PRSS3
phenol,996.0,1504.0,CTRB1
phenol,996.0,339501.0,PRSS38
phenol,996.0,5328.0,PLAU
phenol,996.0,8858.0,PROZ
phenol,996.0,2159.0,F10
phenol,996.0,2155.0,F7
phenol,996.0,51032.0,CELA2B
phenol,996.0,11330.0,CTRC
phenol,996.0,284366.0,
phenol,996.0,3083.0,HGFAC
phenol,996.0,11202.0,KLK8
phenol,996.0,5650.0,KLK7
phenol,996.0,5901.0,RAN
phenol,996.0,3426.0,CFI
phenol,996.0,283471.0,TMPRSS12
phenol,996.0,7113.0,TMPRSS2
phenol,996.0,10747.0,MASP2
phenol,996.0,7514.0,XPO1
phenol,996.0,2160.0,F11
phenol,996.0,345062.0,PRSS48
phenol,996.0,339906.0,PRSS42
phenol,996.0,377047.0,PRSS45
phenol,996.0,344805.0,TMPRSS7
phenol,996.0,4485.0,MST1
phenol,996.0,56649.0,TMPRSS4
phenol,996.0,629.0,CFB
phenol,996.0,100287362.0,
phenol,996.0,84000.0,TMPRSS13
phenol,996.0,11223.0,
phenol,996.0,3250.0,HPR
phenol,996.0,136541.0,PRSS58
phenol,996.0,1506.0,CTRL
phenol,996.0,55554.0,KLK15
phenol,996.0,26085.0,KLK13
phenol,996.0,11012.0,KLK11
carvacrol,10364.0,8989.0,TRPA1
carvacrol,10364.0,5742.0,PTGS1
carvacrol,10364.0,8989.0,TRPA1
carvacrol,10364.0,5742.0,PTGS1
thymol,6989.0,8989.0,TRPA1
thymol,6989.0,8989.0,TRPA1
2-hydroxybenzoic acid,338.0,771.0,CA12
2-hydroxybenzoic acid,338.0,759.0,
2-hydroxybenzoic acid,338.0,760.0,CA2
2-hydroxybenzoic acid,338.0,213.0,ALB
2-hydroxybenzoic acid,338.0,762.0,CA4
2-hydroxybenzoic acid,338.0,84514.0,GHDC
2-hydroxybenzoic acid,338.0,23632.0,CA14
2-hydroxybenzoic acid,338.0,316.0,AOX1
2-hydroxybenzoic acid,338.0,765.0,CA6
2-hydroxybenzoic acid,338.0,7498.0,XDH
2-hydroxybenzoic acid,338.0,2235.0,FECH
2-hydroxybenzoic acid,338.0,771.0,CA12
2-hydroxybenzoic acid,338.0,759.0,
2-hydroxybenzoic acid,338.0,760.0,CA2
2-hydroxybenzoic acid,338.0,213.0,ALB
2-hydroxybenzoic acid,338.0,762.0,CA4
2-hydroxybenzoic acid,338.0,84514.0,GHDC
2-hydroxybenzoic acid,338.0,23632.0,CA14
2-hydroxybenzoic acid,338.0,316.0,AOX1
2-hydroxybenzoic acid,338.0,765.0,CA6
2-hydroxybenzoic acid,338.0,7498.0,XDH
2-hydroxybenzoic acid,338.0,2235.0,FECH
ellagic acid,5281855.0,771.0,CA12
ellagic acid,5281855.0,1457.0,CSNK2A1
ellagic acid,5281855.0,2936.0,GSR
ellagic acid,5281855.0,1845.0,DUSP3
ellagic acid,5281855.0,6718.0,AKR1D1
ellagic acid,5281855.0,759.0,
ellagic acid,5281855.0,9891.0,NUAK1
ellagic acid,5281855.0,5159.0,PDGFRB
ellagic acid,5281855.0,2324.0,FLT4
ellagic acid,5281855.0,1109.0,AKR1C4
ellagic acid,5281855.0,3791.0,KDR
ellagic acid,5281855.0,6713.0,SQLE
ellagic acid,5281855.0,3480.0,IGF1R
ellagic acid,5281855.0,207.0,AKT1
ellagic acid,5281855.0,1956.0,EGFR
ellagic acid,5281855.0,760.0,CA2
ellagic acid,5281855.0,761.0,CA3
ellagic acid,5281855.0,231.0,AKR1B1
ellagic acid,5281855.0,673.0,BRAF
ellagic acid,5281855.0,83592.0,AKR1E2
ellagic acid,5281855.0,762.0,CA4
ellagic acid,5281855.0,3643.0,INSR
ellagic acid,5281855.0,763.0,CA5A
ellagic acid,5281855.0,10327.0,AKR1A1
ellagic acid,5281855.0,11238.0,CA5B
ellagic acid,5281855.0,4233.0,MET
ellagic acid,5281855.0,4088.0,SMAD3
ellagic acid,5281855.0,766.0,CA7
ellagic acid,5281855.0,2050.0,EPHB4
ellagic acid,5281855.0,6714.0,SRC
ellagic acid,5281855.0,57016.0,AKR1B10
ellagic acid,5281855.0,23632.0,CA14
ellagic acid,5281855.0,2730.0,GCLM
ellagic acid,5281855.0,3304.0,HSPA1B
ellagic acid,5281855.0,6850.0,SYK
ellagic acid,5281855.0,765.0,CA6
ellagic acid,5281855.0,9356.0,SLC22A6
ellagic acid,5281855.0,768.0,CA9
ellagic acid,5281855.0,7010.0,TEK
ellagic acid,5281855.0,8644.0,AKR1C3
ellagic acid,5281855.0,1646.0,AKR1C2
ellagic acid,5281855.0,1645.0,AKR1C1
ellagic acid,5281855.0,441282.0,AKR1B15
ellagic acid,5281855.0,2859.0,GPR35
ellagic acid,5281855.0,771.0,CA12
ellagic acid,5281855.0,1457.0,CSNK2A1
ellagic acid,5281855.0,2936.0,GSR
ellagic acid,5281855.0,1845.0,DUSP3
ellagic acid,5281855.0,6718.0,AKR1D1
ellagic acid,5281855.0,759.0,
ellagic acid,5281855.0,9891.0,NUAK1
ellagic acid,5281855.0,5159.0,PDGFRB
ellagic acid,5281855.0,2324.0,FLT4
ellagic acid,5281855.0,1109.0,AKR1C4
ellagic acid,5281855.0,3791.0,KDR
ellagic acid,5281855.0,6713.0,SQLE
ellagic acid,5281855.0,3480.0,IGF1R
ellagic acid,5281855.0,207.0,AKT1
ellagic acid,5281855.0,1956.0,EGFR
ellagic acid,5281855.0,760.0,CA2
ellagic acid,5281855.0,761.0,CA3
ellagic acid,5281855.0,231.0,AKR1B1
ellagic acid,5281855.0,673.0,BRAF
ellagic acid,5281855.0,83592.0,AKR1E2
ellagic acid,5281855.0,762.0,CA4
ellagic acid,5281855.0,3643.0,INSR
ellagic acid,5281855.0,763.0,CA5A
ellagic acid,5281855.0,10327.0,AKR1A1
ellagic acid,5281855.0,11238.0,CA5B
ellagic acid,5281855.0,4233.0,MET
ellagic acid,5281855.0,4088.0,SMAD3
ellagic acid,5281855.0,766.0,CA7
ellagic acid,5281855.0,2050.0,EPHB4
ellagic acid,5281855.0,6714.0,SRC
ellagic acid,5281855.0,57016.0,AKR1B10
ellagic acid,5281855.0,23632.0,CA14
ellagic acid,5281855.0,2730.0,GCLM
ellagic acid,5281855.0,3304.0,HSPA1B
ellagic acid,5281855.0,6850.0,SYK
ellagic acid,5281855.0,765.0,CA6
ellagic acid,5281855.0,9356.0,SLC22A6
ellagic acid,5281855.0,768.0,CA9
ellagic acid,5281855.0,7010.0,TEK
ellagic acid,5281855.0,8644.0,AKR1C3
ellagic acid,5281855.0,1646.0,AKR1C2
ellagic acid,5281855.0,1645.0,AKR1C1
ellagic acid,5281855.0,441282.0,AKR1B15
ellagic acid,5281855.0,2859.0,GPR35
gallic acid,370.0,5054.0,SERPINE1
gallic acid,370.0,5054.0,SERPINE1
punicalagin,16129869.0,23621.0,BACE1
3-caffeoylquinic acid,9476.0,6718.0,AKR1D1
3-caffeoylquinic acid,9476.0,1109.0,AKR1C4
3-caffeoylquinic acid,9476.0,231.0,AKR1B1
3-caffeoylquinic acid,9476.0,83592.0,AKR1E2
3-caffeoylquinic acid,9476.0,10327.0,AKR1A1
3-caffeoylquinic acid,9476.0,57016.0,AKR1B10
3-caffeoylquinic acid,9476.0,8644.0,AKR1C3
3-caffeoylquinic acid,9476.0,1646.0,AKR1C2
3-caffeoylquinic acid,9476.0,1645.0,AKR1C1
3-caffeoylquinic acid,9476.0,441282.0,AKR1B15
caffeic acid,689043.0,4282.0,MIF
